Accounts Fee Code :,,,,,,
ACCOUNTID,Account Name,Account Type,Retained Margin Umbrella no Expenses,Retained Margin Umbrella with Expenses,Retained Margin Non CIS (SE),Retained Margin CIS
zcrm_1171216000006232246,Education People Ltd,Agency,,,,
zcrm_1171216000006232247,Education / Healthcare Professionals,Agency,£2.88 per Daycapped @£12 per week,Any medical workers or umbrella with expenses £22 margin,NA,NA
zcrm_1171216000006232248,Educationline Ltd,Agency,£2.88 per day capped @ £12,NA,NA,NA
zcrm_1171216000006232250,EM Ltd,Agency,,,,
zcrm_1171216000006232251,Empire Group (UK) Ltd,Agency,,,,
zcrm_1171216000006232252,Employers in Voluntary Housing,Agency,,,,
zcrm_1171216000006232253,Employment of London,Agency,,,,
zcrm_1171216000006232254,Energy Resourcing Europe Ltd,Agency,,,,
zcrm_1171216000006232255,Engage Partners Ltd,Agency,,,,
zcrm_1171216000006232256,ENI International Resources Ltd,Agency,,,,
zcrm_1171216000006232257,Entrust People Ltd,Agency,,,,
zcrm_1171216000006232258,Equation Recruitment Ltd,Agency,,,,
zcrm_1171216000006232259,eRecruit Solutions Ltd,Agency,,,,
zcrm_1171216000006232261,Euroforce People Solutions Ltd,Agency,,,,
zcrm_1171216000006232262,European Solution Ltd,Agency,,,,
zcrm_1171216000006232263,EurSAP Ltd,Agency,,,,
zcrm_1171216000006232264,Executive Careers Ltd,Agency,,,,
zcrm_1171216000006232265,Extra Technology Human Capital Solutions,Agency,,,,
zcrm_1171216000006232266,EYPS,Agency,£3 per day,NA,NA,NA
zcrm_1171216000006232267,Face 2 Face Outsource Solutions Ltd,Agency,,,,
zcrm_1171216000006232268,Facility Associates Recruitment Ltd,Agency,,,,
zcrm_1171216000006232269,Farrer Barnes Ltd,Agency,,,,
zcrm_1171216000006232270,Fasttrack Personnel Ltd,Agency,,,,
zcrm_1171216000006232271,Fielder Environmental Geotechnics Ltd,Agency,,,,
zcrm_1171216000006232272,Firstcall Healthcare Services Ltd,Agency,,,,
zcrm_1171216000006232274,Footprint (Freelance) Ltd,Agency,,,,
zcrm_1171216000006232275,Format Recruitment,Agency,,,,
zcrm_1171216000006232276,Four Seasons Recruitment Ltd,Agency,,,,
zcrm_1171216000006232277,Freedom Childcare,Agency,,,,
zcrm_1171216000006232278,Fresh Recruitment Solutions (FRS) Ltd,Agency,,,,
zcrm_1171216000006232279,Fresh Start Recruitment (UK) Ltd,Agency,,,,
zcrm_1171216000006232280,Front Row Recruitment (UK) Ltd,Agency,,,,
zcrm_1171216000006232281,Frontline  Recruitment Ltd,Agency,,,,
zcrm_1171216000006232282,FS2 Recruitment Ltd,Agency,,,,
zcrm_1171216000006232283,FTA Medical Recruitment,Agency,,,,
zcrm_1171216000006232284,Fulbridge Social Care,Agency,,,,
zcrm_1171216000006232286,Future Engineering Recruitment,Agency,,,,
zcrm_1171216000006232287,Futureheads Recruitment Ltd,Agency,,,,
zcrm_1171216000006232289,GB Solutions,Agency,,,,
zcrm_1171216000006232291,Gem Partnership Ltd,Agency,,,,
zcrm_1171216000006232292,Genesis Employment Services Ltd,Agency,,,,
zcrm_1171216000006232294,Girling Jones Ltd,Agency,£15,£15,NA,£15
zcrm_1171216000006232295,Glass Site Services,Agency,,,,
zcrm_1171216000006232297,Globe Locums Ltd,Agency,£20,£20,NA,NA
zcrm_1171216000006232298,GMRC Ltd,Agency,,,,
zcrm_1171216000006232299,Gold Recruitment Services Ltd,Agency,,,,
zcrm_1171216000006232300,Graham Rose Ltd,Agency,,,,
zcrm_1171216000006232301,Green Apple Dental Recruitment,Agency,,,,
zcrm_1171216000006232302,GTS Labour Hire & Construction Ltd,End Client,NA,NA,£18,NA
zcrm_1171216000006232303,H1 Healthcare Solutions Ltd,Agency,,,,
zcrm_1171216000006232304,Halbert Technologies Ltd,Agency,,,,
zcrm_1171216000006232305,Hales Group Ltd,Agency,,,,
zcrm_1171216000006232306,Hanover Care Ltd,Agency,,,,
zcrm_1171216000006232307,Hanson-Hulme Recruitment Specialist,Agency,,,,
zcrm_1171216000006232308,Harbron Recruit Ltd,Agency,,,,
zcrm_1171216000006232309,Harris Jones Recruitment Ltd,Agency,,,,
zcrm_1171216000006232312,Helix Recruitment Ltd,Agency,,,,
zcrm_1171216000006232313,Henry Fox Recruitment,Agency,,,,
zcrm_1171216000006232314,Highfield Professional Solutions Ltd,Agency,,,,
zcrm_1171216000006232315,Hinkley Employment & Accommodation Ltd,Agency,,,,
zcrm_1171216000006232316,HKS Consultancy Group Ltd,Agency,,,,
zcrm_1171216000006232317,Hofmann Recruitment,Agency,,,,
zcrm_1171216000006232318,Horizon Search & Selection Ltd,Agency,,,,
zcrm_1171216000006232320,HSC Futures Ltd,Agency,,,,
zcrm_1171216000006232321,Hudson Banks LLP,Agency,,,,
zcrm_1171216000006232322,Human Touch Ltd,Agency,,,,
zcrm_1171216000006232323,Hunter Jameson LLP,Agency,,,,
zcrm_1171216000006232324,Hunters Solutions Ltd,Agency,,,,
zcrm_1171216000006232325,iCobus Ltd,Agency,,,,
zcrm_1171216000006232326,Identify Group Ltd,Agency,,,,
zcrm_1171216000006232327,Impact Recruitment Ltd,Agency,,,,
zcrm_1171216000006232328,Industria Personnel Services Ltd,Agency,,,,
zcrm_1171216000006232329,Insight Recruitment Solutions Ltd,Agency,,,,
zcrm_1171216000006232330,Inspire Corporation Ltd,Agency,,,,
zcrm_1171216000006232331,Inspired Search & Selection Ltd,Agency,,,,
zcrm_1171216000006232332,IntaPeople Ltd,Agency,,,,
zcrm_1171216000006232333,Invictus Consulting,Agency,,,,
zcrm_1171216000006232335,J R Personnel,Agency,,,,
zcrm_1171216000006232336,Jade Recruitment Ltd,Agency,,,,
zcrm_1171216000006232337,James Gray Associates Ltd,Agency,,,,
zcrm_1171216000006232338,James Wilcockson Associates Ltd,Agency,,,,
zcrm_1171216000006232339,JBS Recruitment Ltd,Agency,,,,
zcrm_1171216000006232340,JDL Recruitment Ltd,Agency,,,,
zcrm_1171216000006232341,Jennie Reeves Radiographers Agency,Agency,,,,
zcrm_1171216000006232342,JJ Connect Care Ltd,Agency,,,,
zcrm_1171216000006232343,JKP Logistics Ltd,Agency,,,,
zcrm_1171216000006232344,JLD Recruitment Ltd,Agency,,,,
zcrm_1171216000006232345,Jo Recruitment Ltd,Agency,,,,
zcrm_1171216000006232346,Job N Job (UK) Ltd,Agency,,,,
zcrm_1171216000006232347,Jobfinders Recruitment Ltd,Agency,,,,
zcrm_1171216000006232348,Jobmatch UK Ltd,Agency,,,,
zcrm_1171216000006232349,Jobsearch North West Ltd,Agency,,,,
zcrm_1171216000006232350,John Whelan Associates Ltd,Agency,,,,
zcrm_1171216000006232351,Johnson Underwood Ltd,Agency,,,,
zcrm_1171216000006232352,Josoemag Services Ltd,Agency,,,,
zcrm_1171216000006232353,Joyce Guiness Ltd,Agency,,,,
zcrm_1171216000006232355,JTL Business Services,Agency,,,,
zcrm_1171216000006232356,Just Specialist Recruitment Group,Agency,,,,
zcrm_1171216000006232357,Kaidy Employment Agency,Agency,,,,
zcrm_1171216000006232358,Kalcrest Site Services Ltd,Agency,,,,
zcrm_1171216000006232359,Kare Plus Franchising Ltd,Agency,,,,
zcrm_1171216000006232360,Keep Education,Agency,,,,
zcrm_1171216000006232361,Kemp Recruitment Ltd,Agency,,,,
zcrm_1171216000006232362,Kenect Recruitment,Agency,26.95,26.95,NA,NA
zcrm_1171216000006232363,Kennedy Pearce Consulting Ltd,Agency,,,,
zcrm_1171216000006232364,Ketco,Agency,,,,
zcrm_1171216000006232365,Key Appointments,Agency,,,,
zcrm_1171216000006232366,Key Care & Support Ltd,Agency,,,,
zcrm_1171216000006232367,Key Recruitment Ltd,Agency,,,,
zcrm_1171216000006232368,Kiddykare Ltd,Agency,,,,
zcrm_1171216000006232369,Kidstaff Ltd,Agency,,,,
zcrm_1171216000006232370,Kinect Recruitment Ltd,Agency,,,,
zcrm_1171216000006232372,Labour 24/7 Ltd,Agency,,,,
zcrm_1171216000006232373,Labour Tech Recruitment Ltd,Agency,,,,
zcrm_1171216000006232374,LAK Locums Ltd,Agency,,,,
zcrm_1171216000006232375,Larbey Evans,Agency,,,,
zcrm_1171216000006232376,Laura Hartley Recruitment Ltd,Agency,,,,
zcrm_1171216000006232377,Lawrence Dean Recruitment Ltd,Agency,,,,
zcrm_1171216000006232378,Lifecycle Resources Ltd,Agency,,,,
zcrm_1171216000006232379,Linbrooke Services Ltd,Agency,,,,
zcrm_1171216000006232380,Link Education Ltd,Agency,,,,
zcrm_1171216000006232381,Linkpoint Recruitment Ltd,Agency,,,,
zcrm_1171216000006232382,Linton Recruitment Ltd,Agency,,,,
zcrm_1171216000006232383,Lints Recruitment Ltd,Agency,,,,
zcrm_1171216000006232384,Livingston James Ltd,Agency,,,,
zcrm_1171216000006232385,Lloyd Barnes Accountancy Recruitment,Agency,,,,
zcrm_1171216000006232386,Logical Personnel Solutions Ltd,Agency,Margin £0 to £199 pay - £12.00 margin   £200 plus - £18.00 margin,Margin £0 to £199 pay - £12.00 margin   £200 plus - £18.00 margin,NA,NA
zcrm_1171216000006232387,London Governess,Agency,,,,
zcrm_1171216000006232388,London Staff Bureau Ltd,Agency,,,,
zcrm_1171216000006232389,Lorus Consulting Ltd,Agency,,,,
zcrm_1171216000006232390,Love Success Plc,Agency,,,,
zcrm_1171216000006232391,Lucy Walker Recruitment Ltd,Agency,,,,
zcrm_1171216000006232392,Lynx Employment Services Ltd,Agency,,,,
zcrm_1171216000006232393,Lynx Recruitment,Agency,,,,
zcrm_1171216000006232394,M2 Education Ltd,Agency,,,,
zcrm_1171216000006232395,M8 Recruitment Ltd,Agency,,,,
zcrm_1171216000006232396,MAC Resourcing Ltd,Agency,,,,
zcrm_1171216000006232397,MAC Scientific Ltd,Agency,,,,
zcrm_1171216000006232398,Mach Recruitment Ltd,Agency,,,,
zcrm_1171216000006232399,Mackenzie Jones Interim LLP,Agency,,,,
zcrm_1171216000006232400,Magenta International Ltd,Agency,,,,
zcrm_1171216000006232401,Mainstream Staff Supplies,Agency,,,,
zcrm_1171216000006232402,Maloy & Flynn Recruitment Ltd,Agency,,,,
zcrm_1171216000006232403,Mando Solutions Ltd,Agency,,,,
zcrm_1171216000006232404,Maple Resourcing Ltd,Agency,,,,
zcrm_1171216000006232405,Maxim Recruitment Ltd,Agency,,,,
zcrm_1171216000006232406,Mayfair Staffing Ltd,Agency,,,,
zcrm_1171216000006232407,Maytree Recruitment Ltd,Agency,,,,
zcrm_1171216000006232408,Maywater Limited,Agency,,,,
zcrm_1171216000006232409,McGinley Human Resources Ltd,Agency,,,,
zcrm_1171216000006232411,Medical Resourcing International Ltd,Agency,,,,
zcrm_1171216000006232412,Medical Staffing,Agency,,,,
zcrm_1171216000006232413,Medicure Ltd,Agency,,,,
zcrm_1171216000006232414,Medilink Consulting,Agency,,,,
zcrm_1171216000006232415,Med-Sol Healthcare Services Ltd,Agency,,,,
zcrm_1171216000006232416,Mel's Recruitment Ltd,Agency,,,,
zcrm_1171216000006232417,Mepco (UK) Ltd,Agency,,,,
zcrm_1171216000006232418,Merchant Navy Resources,Agency,,,,
zcrm_1171216000006232419,Middle Management,Agency,,,,
zcrm_1171216000006232420,Millennium Personnel Services (Education) Ltd,Agency,,,,
zcrm_1171216000006232422,Mirage HR,Agency,,,,
zcrm_1171216000006232423,Mitchell Adam Ltd,Agency,,,,
zcrm_1171216000006232424,MJS Southern Ltd,Agency,,,,
zcrm_1171216000006232425,MMA Construction Plant Ltd,Agency,,,,
zcrm_1171216000006232427,Mojo Trust,Agency,,,,
zcrm_1171216000006232428,Momentum Resourcing Ltd,Agency,,,,
zcrm_1171216000006232429,Moore Teachers Ltd,Agency,,,,
zcrm_1171216000006232430,More Driver Solutions,Agency,,,,
zcrm_1171216000006232431,Morgan Spencer Ltd,Agency,,,,
zcrm_1171216000006232432,Morning Lane Associates,Agency,,,,
zcrm_1171216000006232433,MP Locums Healthcare Limited,Agency,,,,
zcrm_1171216000006232435,Mulberry Recruitment Ltd,Agency,,,,
zcrm_1171216000006232436,Murray McIntosh,Agency,26.90,26.90,NA,NA
zcrm_1171216000006232437,Mustard Jobs,Agency,,,,
zcrm_1171216000006232438,National Locums,Agency,£20,£20,NA,NA
zcrm_1171216000006232439,Nationwide Drivers Ltd,Agency,,,,
zcrm_1171216000006232440,Neville Gee Ltd,Agency,,,,
zcrm_1171216000006232441,New Dawn Recruitment Agency Ltd,Agency,,,,
zcrm_1171216000006232442,New Recruits Professional Services Ltd,Agency,,,,
zcrm_1171216000006232443,Newman Office Personnel Ltd,Agency,,,,
zcrm_1171216000006232444,Newstaff Employment Services Ltd,Agency,,,,
zcrm_1171216000006233645,Nicholas Howard Ltd,Agency,,,,
zcrm_1171216000006233646,NL Group Ltd,Agency,,,,
zcrm_1171216000006233647,Nortech Staffing Solutions Ltd,Agency,,,,
zcrm_1171216000006233648,North London Partnership Consortium Ltd,Agency,,,,
zcrm_1171216000006233649,Nova Recruitment Services Ltd,Agency,,,,
zcrm_1171216000006233651,Nurseline Healthcare Ltd,Agency,,,,
zcrm_1171216000006233652,Nursing 2000 Ltd,Agency,,,,
zcrm_1171216000006233653,Nursing Zone Ltd,Agency,,,,
zcrm_1171216000006233654,Nyman Resourcing Ltd,Agency,,,,
zcrm_1171216000006233655,OAC Actuaries and Consultants,Agency,,,,
zcrm_1171216000006233656,Oak Tree Recruitment Ltd,Agency,,,,
zcrm_1171216000006233657,Oakwood Staff Solutions Ltd,Agency,,,,
zcrm_1171216000006233658,OBM Limited,Agency,,,,
zcrm_1171216000006233659,Octopus Personnel,Agency,,,,
zcrm_1171216000006233660,On Point Recruitment Ltd,Agency,,,,
zcrm_1171216000006233661,One Ten Associates Ltd,Agency,,,,
zcrm_1171216000006233662,One to One Personnel Ltd,Agency,,,,
zcrm_1171216000006233663,Options Recruitment (Scotland) Ltd,Agency,,,,
zcrm_1171216000006233664,Opus People,Agency,,,,
zcrm_1171216000006233665,Oracle Healthcare Recruitment Ltd,Agency,,,,
zcrm_1171216000006233666,Orange Recruitment,Agency,,,,
zcrm_1171216000006233667,Orbital Recruitment Ltd,Agency,,,,
zcrm_1171216000006233668,Origin Legal Ltd,Agency,,,,
zcrm_1171216000006233669,OSA Recruitment Ltd,Agency,,,,
zcrm_1171216000006233671,Owen Reed Ltd,Agency,,,,
zcrm_1171216000006233672,Paragon Education Solutions Ltd,Agency,,,,
zcrm_1171216000006233673,Paribus Global Ltd,Agency,,,,
zcrm_1171216000006233674,Parkwood Healthcare Ltd,Agency,,,,
zcrm_1171216000006233675,Pathfinder Personnel Ltd,Agency,,,,
zcrm_1171216000006233676,Pathway First Limited (Pathway Group),Agency,,,,
zcrm_1171216000006233677,PDRS Ltd,Agency,,,,
zcrm_1171216000006233678,PDS Recruitment Services,Agency,,,,
zcrm_1171216000006233679,PEER,Agency,,,,
zcrm_1171216000006233680,Pegasus Medical Ltd,Agency,,,,
zcrm_1171216000006233681,Peopleline Ltd,Agency,,,,
zcrm_1171216000006233682,Perfect Links LTD,Agency,,,,
zcrm_1171216000006233683,Education Futures Ltd (Permanent Futures),Agency,£20,£20,NA,NA
zcrm_1171216000006233684,Permanent Solutions Direct Ltd,Agency,,,,
zcrm_1171216000006233685,Perpetual Engineering Partnerships Ltd,Agency,£15,£15,NA,NA
zcrm_1171216000006233686,Persona HR Ltd,Agency,,,,
zcrm_1171216000006233687,Phoenix Recruitment Ltd,Agency,,,,
zcrm_1171216000006233688,Picture More Ltd,Agency,,,,
zcrm_1171216000006233689,Pier Consulting Ltd,Agency,,,,
zcrm_1171216000006233690,Pin Point Recruitment,Agency,,,,
zcrm_1171216000006233691,Pitch Consultants Ltd,Agency,,,,
zcrm_1171216000006233692,PJB Recruitment Ltd,Agency,,,,
zcrm_1171216000006233693,Platform People,Agency,,,,
zcrm_1171216000006233694,Platinum Personnel Solutions UK Ltd,Agency,,,,
zcrm_1171216000006233695,Platinum Recruitment Consultancy,Agency,,,,
zcrm_1171216000006233696,Platinum Recruitment N.I. Ltd,Agency,,,,
zcrm_1171216000006233697,Platinum Resourcing UK Ltd,Agency,,,,
zcrm_1171216000006233698,Plumstead Bond Ltd,Agency,,,,
zcrm_1171216000006233699,Plus One Recruitment Ltd,Agency,,,,
zcrm_1171216000006233700,PPA Education UK Ltd,Agency,,,,
zcrm_1171216000006233701,Premier Drivers & Recruitment Ltd,Agency,,,,
zcrm_1171216000006233702,Premier Nursing Ltd,Agency,,,,
zcrm_1171216000006233703,Premier Work Support Ltd,Agency,,,,
zcrm_1171216000006233704,Prentis Solutions Ltd,Agency,,,,
zcrm_1171216000006233705,Prime Appointments Ltd,Agency,,,,
zcrm_1171216000006233706,Prime Staff Services Ltd.,Agency,,,,
zcrm_1171216000006233707,Prince Personnel Ltd,Agency,,,,
zcrm_1171216000006233708,Principal Teachers,Agency,,,,
zcrm_1171216000006233709,Proactive Personnel Warrington,Agency,,,,
zcrm_1171216000006233710,Pro-Active Recruitment,Agency,,,,
zcrm_1171216000006233711,Procare Recruitment Ltd,Agency,,,,
zcrm_1171216000006233712,Prodrive Personnel Ltd,Agency,,,,
zcrm_1171216000006233713,Project Recruit,Agency,,,,
zcrm_1171216000006233714,Promedical Personnel Ltd,Agency,£19,£19,NA,NA
zcrm_1171216000006233715,Property Management Recruitment,Agency,,,,
zcrm_1171216000006233716,Prospect Personnel Solutions Ltd,Agency,,,,
zcrm_1171216000006233717,Prospects Personnel Management Ltd,Agency,,,,
zcrm_1171216000006233718,Provide Medical Ltd,Agency,,,,
zcrm_1171216000006233719,Prudence Healthcare Ltd,Agency,,,,
zcrm_1171216000006233720,PS Computer Services Ltd,Agency,,,,
zcrm_1171216000006233721,PS Recruitment Specialists Ltd,Agency,,,,
zcrm_1171216000006233722,Public Select Ltd,Agency,,,,
zcrm_1171216000006233723,Pure Staff Ltd,Agency,,,,
zcrm_1171216000006233725,PurplePower Recruitment,Agency,,,,
zcrm_1171216000006233726,Quality Teacher Recruitment,Agency,,,,
zcrm_1171216000006233727,Rapid Employment & Recruitment Ltd,Agency,,,,
zcrm_1171216000006233728,Rapid Recruit Ltd,Agency,,,,
zcrm_1171216000006233729,Rapier Employment Ltd,Agency,26.90,26.90,26.90,26.90
zcrm_1171216000006233730,RDA Recruitment Ltd,Agency,,,,
zcrm_1171216000006233731,Realcare + Ltd,Agency,,,,
zcrm_1171216000006233732,Realtime Associates,Agency,,,,
zcrm_1171216000006233733,Recital Consulting Ltd,Agency,,,,
zcrm_1171216000006233734,Recroot Ltd,Agency,,,,
zcrm_1171216000006233735,Recruitability,Agency,,,,
zcrm_1171216000006233736,Recruiting Matters (Wales) Ltd,Agency,,,,
zcrm_1171216000006233737,Recruitment Solutions (Wales) Ltd,Agency,,,,
zcrm_1171216000006233738,Recruitment Solutions Group,Agency,,,,
zcrm_1171216000006233739,Recruitment South East Ltd,Agency,,,,
zcrm_1171216000006233740,RecruitmentRevolution.com Ltd,Agency,,,,
zcrm_1171216000006233741,Red Box Teacher Recruitment Ltd,Agency,,,,
zcrm_1171216000006233742,Red Door Recruitment Ltd,Agency,,,,
zcrm_1171216000006233743,Red Recruitment 24/7 Ltd,Agency,,,,
zcrm_1171216000006233744,Red Teachers,Agency,,,,
zcrm_1171216000006233745,Reddo Recruitment Ltd,Agency,,,,
zcrm_1171216000006233746,Reef Recruitment Ltd,Agency,,,,
zcrm_1171216000006233747,Reeson Education,Agency,£2.88 per day capped @ £12,NA,NA,NA
zcrm_1171216000006233748,Regional Recruitment Services Ltd,Agency,,,,
zcrm_1171216000006233749,Reliable Contractors Ltd,Agency,,,,
zcrm_1171216000006233750,Required IT Ltd,Agency,,,,
zcrm_1171216000006233751,Resource Direct Recruitment Ltd,Agency,,,,
zcrm_1171216000006233752,Resource FM Ltd,Agency,,,,
zcrm_1171216000006233753,Resource Management Solutions,Agency,,,,
zcrm_1171216000006233754,Resuscitate Medical Services,Agency,,,,
zcrm_1171216000006233755,RFC Recruitment Solutions Ltd,Agency,,,,
zcrm_1171216000006233756,RIG Healthcare Recruit,Agency,,,,
zcrm_1171216000006233757,RIG Locums Ltd,Agency,,,,
zcrm_1171216000006233758,Right Contract Services Ltd,Agency,,,,
zcrm_1171216000006233759,Right Direction UK,Agency,,,,
zcrm_1171216000006233760,Right Futures Consulting Ltd,Agency,,,,
zcrm_1171216000006233761,Right People (Recruitment Solutions) Ltd,Agency,,,,
zcrm_1171216000006233762,Riverside Childcare,Agency,,,,
zcrm_1171216000006233763,RLM Jobs,Agency,,,,
zcrm_1171216000006233764,Robin Recruitment Ltd,Agency,,,,
zcrm_1171216000006233766,S & L Personnel Ltd,Agency,,,,
zcrm_1171216000006233768,Sarah West Recruitment Ltd,Agency,,,,
zcrm_1171216000006233769,Sauce Recruitment Ltd,Agency,,,,
zcrm_1171216000006233770,School House Recruitment Ltd,Agency,,,,
zcrm_1171216000006233771,Search 4 Technology Ltd,Agency,,,,
zcrm_1171216000006233772,Searchlight Recruitment Ltd,Agency,,,,
zcrm_1171216000006233773,Secondsite Recruitment,Agency,,,,
zcrm_1171216000006233774,Senior Care Services Portsmouth Ltd,Agency,,,,
zcrm_1171216000006233775,Servisource Ltd,Agency,,,,
zcrm_1171216000006233777,SGS United Kingdom Ltd,Agency,,,,
zcrm_1171216000006233778,Sharon Gay Associates Ltd,Agency,,,,
zcrm_1171216000006233779,Signature Recruitment Ltd,Agency,,,,
zcrm_1171216000006233781,Simple Recruitment Services,Agency,£18,£18,NA,NA
zcrm_1171216000006233783,Simply Recruiting Ltd,Agency,,,,
zcrm_1171216000006233784,Simply Supply Ltd,Agency,,,,
zcrm_1171216000006233785,Simpson Booth Ltd,Agency,,,,
zcrm_1171216000006233786,Situations Recruitment Agency,Agency,,,,
zcrm_1171216000006233787,Skillsco UK Ltd,Agency,,,,
zcrm_1171216000006233788,SLA Employment Solutions Ltd,Agency,,,,
zcrm_1171216000006233789,Smart Moves Recruitment Ltd,Agency,,,,
zcrm_1171216000006233792,Social Care & Education,Agency,,,,
zcrm_1171216000006233793,Solent Employment Ltd,Agency,,,,
zcrm_1171216000006233795,Solutions Engineering Recruitment Ltd,Agency,,,,
zcrm_1171216000006233796,Solutions Through Knowledge Contracts Ltd,Agency,,,,
zcrm_1171216000006233797,Source Now Recruitment Ltd,Agency,,,,
zcrm_1171216000006233798,Source Recruitment Specialists,Agency,,,,
zcrm_1171216000006233799,SPS Social Care Ltd,Agency,,,,
zcrm_1171216000006233800,Square Mile Connections Ltd,Agency,,,,
zcrm_1171216000006233801,SSA Recruitment Ltd,Agency,,,,
zcrm_1171216000006233802,Staff Connection Ltd,Agency,,,,
zcrm_1171216000006233803,Staff Oldham,Agency,,,,
zcrm_1171216000006233804,Staff Solutions UK Ltd,Agency,,,,
zcrm_1171216000006233805,Staff UK Bolton,Agency,,,,
zcrm_1171216000006233806,StaffBank Recruitment Ltd,Agency,,,,
zcrm_1171216000006233807,Staffing Made Simple (Kent) Ltd,Agency,,,,
zcrm_1171216000006233808,Staffing Professionals Ltd,Agency,,,,
zcrm_1171216000006233810,Step By Step Education Ltd,Agency,,,,
zcrm_1171216000006233811,Strategic Placements Ltd.,Agency,,,,
zcrm_1171216000006233812,Sunshine Care Ltd,Agency,,,,
zcrm_1171216000006233813,Superior Care Ltd,Agency,,,,
zcrm_1171216000006233815,Supply Chain Personnel Ltd,Agency,,,,
zcrm_1171216000006233816,Supply Teaching Ltd,Agency,,,,
zcrm_1171216000006233817,Supply Teaching Staff Ltd,Agency,,,,
zcrm_1171216000006233818,Supreme Recruitment Services Ltd,Agency,,,,
zcrm_1171216000006233819,SW Locums Ltd,Agency,£14,£14,NA,NA
zcrm_1171216000006233820,Sykes & Co Ltd,Agency,,,,
zcrm_1171216000006233821,Synergy CRS Ltd,Agency,,,,
zcrm_1171216000006233822,T4 Teachers,Agency,,,,
zcrm_1171216000006233823,Talk Staff Recruitment,Agency,,,,
zcrm_1171216000006233824,Taskmaster Resources Ltd,Agency,,,,
zcrm_1171216000006233825,Tay Recruitment Ltd,Agency,,,,
zcrm_1171216000006233826,TDA Recruitment Ltd,Agency,,,,
zcrm_1171216000006233827,Teach 24 Ltd,Agency,,,,
zcrm_1171216000006233829,Teaching Talent Ltd,Agency,£3 per day,NA,NA,NA
zcrm_1171216000006233830,Technicad Recruitment Ltd,Agency,,,,
zcrm_1171216000006233831,Technology Resourcing Ltd,Agency,,,,
zcrm_1171216000006233832,Tec-Source Ltd,Agency,,,,
zcrm_1171216000006233833,Tender Touch UK Ltd,Agency,,,,
zcrm_1171216000006233834,Thames Teachers,Agency,,,,
zcrm_1171216000006233835,The Associates UK LLP,Agency,,,,
zcrm_1171216000006233836,The Bid Team,Agency,,,,
zcrm_1171216000006233837,The Crewing Company Recruitment Ltd,Agency,,,,
zcrm_1171216000006233838,The Dental Talent Tree Ltd (Recruitment),Agency,,,,
zcrm_1171216000006233839,The Graham Agency,Agency,,,,
zcrm_1171216000006233840,The Highflyers Employment Ltd,Agency,,,,
zcrm_1171216000006233841,The HR Lounge Ltd,Agency,,,,
zcrm_1171216000006233842,The Locum Agency,Agency,,,,
zcrm_1171216000006233843,The Mercury Recruitment Network Ltd,Agency,,,,
zcrm_1171216000006233844,The Purely Recruitment Company Ltd,Agency,,,,
zcrm_1171216000006235045,The Red Agency Ltd,Agency,,,,
zcrm_1171216000006235046,The Teaching Executives Ltd,Agency,,,,
zcrm_1171216000006235047,Thomas & Dessain,Agency,,,,
zcrm_1171216000006235048,Thomas Recruitment Limited,Agency,,,,
zcrm_1171216000006235049,Time Personnel Recruitment Ltd,Agency,,,,
zcrm_1171216000006235050,TimePlan Education Group Ltd,Agency,,,,
zcrm_1171216000006235051,Tinywell Healthcare Services Ltd,Agency,,,,
zcrm_1171216000006235052,Todd Hayes Ltd,Agency,,,,
zcrm_1171216000006235053,Tony Pugal Recruitment Ltd,Agency,,,,
zcrm_1171216000006235054,Top Class Recruitment Ltd,Agency,,,,
zcrm_1171216000006235055,Tordan Healthcare Ltd,Agency,,,,
zcrm_1171216000006235056,TORS Ltd,Agency,,,,
zcrm_1171216000006235058,Total Site Projects Ltd,Agency,,,,
zcrm_1171216000006235059,Tower Staff Solutions,Agency,,,,
zcrm_1171216000006235060,TQR,Agency,,,,
zcrm_1171216000006235061,Tradston Ltd,Agency,,,,
zcrm_1171216000006235062,TRAK Employment Solutions Ltd,Agency,,,,
zcrm_1171216000006235063,Transline Group,Agency,,,,
zcrm_1171216000006235064,Tribe Executive Search Ltd,Agency,,,,
zcrm_1171216000006235065,TRP Services Ltd,Agency,,,,
zcrm_1171216000006235066,Turner Stubbs Ltd,Agency,,,,
zcrm_1171216000006235067,Twin Computer Personnel Ltd,Agency,,,,
zcrm_1171216000006235068,UK Distribution Personnel,Agency,,,,
zcrm_1171216000006235070,UKL Group,Agency,,,,
zcrm_1171216000006235071,Ultimate Care Services Ltd,Agency,,,,
zcrm_1171216000006235072,United Mechanical And Electrical Solutions Ltd,Agency,£19,£19,NA,£19
zcrm_1171216000006235073,Unity Recruitment Ltd,Agency,,,,
zcrm_1171216000006235074,Urgent Care Direct Ltd,Agency,,,,
zcrm_1171216000006235075,Valley Education Services Ltd,Agency,,,,
zcrm_1171216000006235076,Vary Recruitment Ltd,Agency,,,,
zcrm_1171216000006235077,Vel,Agency,,,,
zcrm_1171216000006235078,Ventura Travel Management Ltd,Agency,,,,
zcrm_1171216000006235079,VIDA Rec Ltd,Agency,,,,
zcrm_1171216000006235080,Viking Recruitment Ltd,Agency,,,,
zcrm_1171216000006235082,VTR UK Staffing Ltd,Agency,,,,
zcrm_1171216000006235083,We Are The Care Company & Care Recruitment Resource,End Client,,,,
zcrm_1171216000006235084,West Coast Recruitment Ltd,Agency,,,,
