Accounts Fee Code :,,,,,,
ACCOUNTID,Account Name,Account Type,Retained Margin Umbrella no Expenses,Retained Margin Umbrella with Expenses,Retained Margin Non CIS (SE),Retained Margin CIS
zcrm_1171216000019168001,Tower Staff Construction Ltd,Agency,,,,
zcrm_1171216000019218123,Building Careers,Agency,,,,
zcrm_1171216000019281031,The Education Network Aylesbury,Agency,,,,
zcrm_1171216000019281045,The Education Network Leicester,Agency,,,,
zcrm_1171216000019283052,Holt Executive Limited,Agency,£10,£15,NA,NA
zcrm_1171216000019313049,F-lex legal,Agency,,,,
zcrm_1171216000019320025,Medi Team,Agency,Umbrella no Expenses - £5 a day  capped at £15.,Umbrella with Expenses flat £20 a week,NA,NA
zcrm_1171216000019333209,ACTIVUS RECRUITMENT LTD,Agency,£14,£22,NA,£24
zcrm_1171216000019395143,SUGARMAN,Agency,,,,
zcrm_1171216000019400005,Our Labour,Agency,,,,
zcrm_1171216000019460424,Network Public Sector Ltd (Sewell & Wood),Agency,£15,£15,£15,£15
zcrm_1171216000019505013,Biggs Healthcare,Agency,£19,£19,£19,NA
zcrm_1171216000019505047,Pertemps Driving Wrexham,Agency,£14,£14,£14,NA
zcrm_1171216000019505127,Recruitment Central,Agency,,,,
zcrm_1171216000019533209,PROXY CARE PERSONNEL LIMITED,Agency,,,,
zcrm_1171216000019537079,Harvey Nash (Manchester),Agency,,,,
zcrm_1171216000019550355,RGB Network,Agency,,,,
zcrm_1171216000019858027,QX LTD,Other,,,,
zcrm_1171216000019868322,Medicare First (Manchester),Agency,£14,£14,NA,NA
zcrm_1171216000019908347,Network Open,Agency,,,,
zcrm_1171216000019952123,Regency Recruitment,Agency,£20,£20,NA,NA
zcrm_1171216000020045001,BE-IT Resourcing LTD,Agency,,,,
zcrm_1171216000020124700,Surgi-Call Locums Ltd,Agency,£20,£20,NA,NA
zcrm_1171216000020247191,MDR ASSOCIATES UK LTD,Agency,£19,£19,NA,NA
zcrm_1171216000020450001,Riverside Recruitment,Agency,,,,
zcrm_1171216000020502151,Bloc,Agency,,,,
zcrm_1171216000020566001,Rullion Cumbria,Agency,14.95,15.95,NA,15.95
zcrm_1171216000020624129,Evergood Associates,Agency,,,,
zcrm_1171216000020830707,1,Agency Worker,,,,
zcrm_1171216000020852113,Parent test,,,,,
zcrm_1171216000020852141,test zoho dplicate,,,,,
zcrm_1171216000020875883,LANESRA TECHNICAL RECRUITMENT LTD,Agency,17.95,17.95,NA,NA
zcrm_1171216000020902055,Pro Search Solutions LTD,Agency,,,,
zcrm_1171216000020957017,Sugarman Group MIND,Agency,,,,
zcrm_1171216000021041001,Concilium Search,Agency,£20,£20,NA,NA
zcrm_1171216000021154094,Tripod Partners,Agency,£20,NA,NA,NA
zcrm_1171216000021224277,English Provender,End Client,£19,£19,NA,NA
zcrm_1171216000021284877,Recruitment Scotland.Org Limited,Agency,,,,
zcrm_1171216000021328776,Change IT Consulting,Agency,,,,
zcrm_1171216000021516026,XP Recruitment Northampton (Head Office),Agency,,,,
zcrm_1171216000021516095,Parity Professionals,Agency,£19,£19,NA,NA
zcrm_1171216000021516105,Parity p,,,,,
zcrm_1171216000021518337,Blueprint Marketing,,,,,
zcrm_1171216000021559179,Heads Engineering (Proman Manchester),Agency,£17,£22,NA,£17
zcrm_1171216000021559181,Orion Group,,,,,
zcrm_1171216000021559183,Tops Recruitment,,,,,
zcrm_1171216000021636534,316*316,,,,,
zcrm_1171216000021636538,Corrie,Agency,17.95,21.95,NA,21.95
zcrm_1171216000021636540,zebra,,,,,
zcrm_1171216000021865074,Seven Resourcing (Criminal Justice),Agency,£26,£26,NA,
zcrm_1171216000022406087,More Driver Solutions,Agency,£15,£15,NA,
zcrm_1171216000022591071,Cerco IT,End Client,NA,NA,NA,
zcrm_1171216000022647099,The Accountancy Recruitment Group,Agency,,,,
zcrm_1171216000022775557,Cerco IT Ltd,End Client,,,,
zcrm_1171216000022795057,Holt Engineering,Agency,£10,£15,NA,
zcrm_1171216000022798001,Independence Recruitment,Agency,,,,
zcrm_1171216000022954113,Sebben Consulting,Agency,,,,
zcrm_1171216000023141131,Rubicon People,Agency,£19,£19,NA,
zcrm_1171216000023456009,Vima Professional Placements,Agency,£19.5,£19.5,NA,£19.5
zcrm_1171216000023615107,Sugarman Health & Wellbeing Chester,Agency,,,,
zcrm_1171216000023615175,James Andrews Recruitment Solutions (Leicester),Agency,£25.5,34.50,NA,£20
zcrm_1171216000023615209,James Andrews Recruitment Solutions (London),Agency,£25.5,34.50,NA,£20
zcrm_1171216000023875105,Royle Recruitment,Agency,,,,
zcrm_1171216000024133013,Brook Street Ltd (Reading),Agency,£19,£19,£19,£19
zcrm_1171216000024133077,The Recruit Venture Group,Agency,,,,
zcrm_1171216000024135009,The Teacher Hub,Agency,£3.50 per day capped at £15 per week,NA,NA,
zcrm_1171216000024232067,JFJ Associates,Agency,,,,
zcrm_1171216000024450001,WNA Healthcare,Agency,,,,
zcrm_1171216000024450547,Explore Group,Agency,,,,
zcrm_1171216000024648055,Agency Unknown,,,,,
zcrm_1171216000024653069,Magna Connections,Agency,,,,
zcrm_1171216000024716219,Concorde,Agency,£20,£20,£20,£20
zcrm_1171216000024816827,Proactive Technical Recruitment,Agency,,,,
zcrm_1171216000024835258,mmadigital,Agency,,,,
zcrm_1171216000024924060,NES Fircoft (Glasgow),Agency,£17,£17,£17,£17
zcrm_1171216000024924204,Novate,Agency,,,,
zcrm_1171216000024988381,Proman Recruitment (Liverpool),Agency,£17,£22,NA,£17
zcrm_1171216000025014043,360,,,,,
zcrm_1171216000025053013,Proman Recruitment (London),Agency,£17,£22,NA,£17
zcrm_1171216000025053031,NHS Trust - Colchester,End Client,NA,NA,NA,
zcrm_1171216000025108001,Aberdeen Appointment Agency,Agency,,,,
zcrm_1171216000025258210,Carlton Recruitment (KENT - SITTINGBOURNE),Agency,,,,
zcrm_1171216000025258289,Carlton Recruitment (EPSOM HEAD OFFICE),Agency,,,,
zcrm_1171216000025258293,Carlton Recruitment,,,,,
zcrm_1171216000025258299,Carlton Recruitment (WIMBLEDON),Agency,,,,
zcrm_1171216000025258305,Direct Medics,Agency,,,,
zcrm_1171216000025258350,Future Education,Agency,£2.88 per day capped @ £12,NA,NA,
zcrm_1171216000025370013,Locum Reach,Agency,£20,£20,NA,
zcrm_1171216000025370035,Jasper Rose,Agency,£20,£20,NA,
zcrm_1171216000025415038,Meritec Flex,End Client,£20,£20,NA,
zcrm_1171216000025592237,Enrol,Agency,£2.88 per Daycapped @£12 per week. Contractors earning <£60 per day drop to £2.44  capped at £7.95per week,NA,NA,
zcrm_1171216000025658694,DK Recruitment,Agency,£23,£23,NA,£23
zcrm_1171216000025689141,Rullion manchester,,,,,
zcrm_1171216000025735065,RMF Site Services Limited,Agency,,,,
zcrm_1171216000025860001,Intec Select,Agency,,,,
zcrm_1171216000025860069,Brookwood Recruitment (London),Agency,,,,
zcrm_1171216000025947044,Proman (Use for payroll only) Recruitment (Manchester),Agency,,,,
zcrm_1171216000025947098,Skills Resource,Agency,£19,£19,NA,£19
zcrm_1171216000026040018,CDL - Client Directs Limited,Agency,£15,£15,NA,
zcrm_1171216000026119148,Blueprint Recruitment Solutions (Fareham),Agency,£19,£19,NA,
zcrm_1171216000026119219,Bigblue Executive Search,Agency,£19,£19,NA,
zcrm_1171216000026208071,Nationwide People,Agency,,,,
zcrm_1171216000026208562,Alex Young Recruitment LTD,Agency,£20,£20,NA,
zcrm_1171216000026511080,SP DRIVING Recruitment,Agency,14.95,14.95,NA,
zcrm_1171216000026527384,The Education Network Derby,Agency,,,,
zcrm_1171216000026626134,Multi-Link Recruitment Ltd,Agency,,,,
zcrm_1171216000026985061,Athona Medical,Agency,£16,£16,NA,
zcrm_1171216000027040360,reedg,,,,,
zcrm_1171216000027060226,Robert Half London,Agency,,,,
zcrm_1171216000027270695,Elite Personal Solutions Ltd,Agency,,,,
zcrm_1171216000027292304,Purple Placements,Agency,£18,£18,NA,
zcrm_1171216000027514166,Worker Account,Agency Worker,,,,
zcrm_1171216000027563061,Cambs Contractors Ltd,Agency,,,,
zcrm_1171216000027690821,Synergi Search and Select,Agency,,,,
zcrm_1171216000027936280,Aquinas Education,Agency,£12,NA,NA,
zcrm_1171216000027936341,Sugarman Health and Wellbeing Reading,Agency,£13,NA,NA,
zcrm_1171216000027975844,One True,Agency,£10,£10,£10,NA
zcrm_1171216000028060063,BUILDING SERVICES RECRUIT LIMITED No more registrations for this agency until further notice ***,Agency,,,,
zcrm_1171216000028288043,Comensura,Agency,,,,
zcrm_1171216000028363138,Kettering General Hospital NHS Foundation Trust,End Client,,,,
zcrm_1171216000028406214,Bank Partners,Agency,,,,
zcrm_1171216000028406422,GSL Education - Kent,Agency,£2.50 per day Under £154 per week no Margin retained,NA,NA,
zcrm_1171216000028704009,Altran,Agency,£20,£20,,
zcrm_1171216000028704054,Ranacare Recruitment Ltd,Agency,,,,
zcrm_1171216000028748585,Influx Recruitment,Agency,,,,
zcrm_1171216000028748658,Yes Employment Solutions,Agency,£2.88 per day capped @ £12,NA,NA,
zcrm_1171216000029176460,Worldwide Education,Agency,,,,
zcrm_1171216000029259001,Goteq Solutions,Agency,£22,£23.5,NA,£23.5
zcrm_1171216000029341001,LG Recruitment,Agency,,,,
zcrm_1171216000029479335,Parker Rose,Agency,,,,
zcrm_1171216000029659888,EH20 Edinburgh Group,Agency,£18,£18,NA,£18
zcrm_1171216000030307257,RED Commerce Limited,Agency,,,,
zcrm_1171216000030522375,Futures.co.uk,Agency,,,,
zcrm_1171216000030522402,MultiGroup Support Services UK,Agency,£15,19.95,NA,19.95
zcrm_1171216000030553776,The Education Network Harrogate,Agency,£2.88 per day capped @ £12,NA,NA,
zcrm_1171216000030588644,CRG TEC LIMITED,Agency,£20,£25,NA,
zcrm_1171216000030932003,IS Recruitment,Agency,,,,
zcrm_1171216000030952082,null,Agency,,,,
zcrm_1171216000031133649,Coady Taylor Recruitment Ltd,Agency,,,,
zcrm_1171216000031712028,Rykard Engineering,Agency,,,,
zcrm_1171216000031926121,Partisan Recruitment,Agency,,,,
zcrm_1171216000032040097,Search Consultancy London,Agency,"£18.00 Umbrella for all rates above £11.08 ph , £12.50 margin for workers on 11.08 ph, £10 margin for 13 hours or less",£18.00 Umbrella for all rates above £11.08 ph £10 margin for 13 hours or less,NA,17.95
zcrm_1171216000032304001,My Bench,Agency,,,,
zcrm_1171216000032354041,athona,,,,,
zcrm_1171216000032852091,Medsol Healthcare,Agency,,,,
zcrm_1171216000032973363,AMB Technical,Agency,,,,
zcrm_1171216000033414073,CG Consultants,Agency,,,,
zcrm_1171216000033729001,Maze 8,Agency,£19,£19,NA,
zcrm_1171216000033894055,City Change Management,End Client,,,,
zcrm_1171216000034634990,Choice Teachers London & North,Agency,£15,NA,NA,
zcrm_1171216000034899001,Evolve IT Recruitment,Agency,24.95,24.95,NA,
zcrm_1171216000035485001,Options Resourcing,Agency,£18,,NA,£23
zcrm_1171216000035907453,Sugarman Health and Wellbeing Birmingham,Agency,£13,NA,NA,
zcrm_1171216000035911101,Vetro Recruitment,Agency,,,,
zcrm_1171216000035937125,YourCode Recruitment Group,Agency,26.90,26.90,NA,
zcrm_1171216000036413001,Pettit Recruitment solutions,Agency,,,,
zcrm_1171216000036635821,Customer Management Resourcing,Agency,£25,£27,NA,
zcrm_1171216000036646678,Bibby Funding,Other,,,,
zcrm_1171216000036789279,Emergency Department Staffing,Agency,£19,£19,NA,
zcrm_1171216000037077876,Hunter AHP,Agency,£19,NA,NA,
zcrm_1171216000037219204,Conrec (Southwest) Limited,Agency,£16,£18,NA,£18
zcrm_1171216000037484924,JohnJasper Care,Agency,,,,
zcrm_1171216000037572007,Bespoke Civils Solutions Ltd,Agency,,,,
zcrm_1171216000037753309,Optima Recruitment Solutions Ltd,Agency,£30,£30,,
zcrm_1171216000037815001,PCCW Global LTD t/a Media Force,End Client,,,,
zcrm_1171216000038272035,Attenti,Agency,£19,£19,NA,
zcrm_1171216000038298629,Clearfield Recruitment,Agency,,,,
zcrm_1171216000038759151,Quast,Agency,£25,£25,NA,£25
zcrm_1171216000038920055,Mcginley Group,Agency,,,,
zcrm_1171216000039135052,Quba Solutions,Other,,,,
zcrm_1171216000039213071,3R Global,Agency,,,,
zcrm_1171216000039404384,I-Pharm,Agency,,,,
zcrm_1171216000039572024,GameForce Global,Agency,,,,
zcrm_1171216000039572137,Phoenix Flooring services ltd,End Client,,,,
zcrm_1171216000039572146,John G Mackintosh,End Client,,,,
zcrm_1171216000039572319,Newydd Contracting Limited,Agency,,,,
zcrm_1171216000039572489,MSF Electrical LTD,End Client,£18,£18,NA,£18
zcrm_1171216000039601195,JMK Civil Engineering,Agency,,,,
zcrm_1171216000039601252,Labour Ready Ltd,Agency,,,,
zcrm_1171216000039970022,NHS Trust- East Sussex & North Essex,End Client,NA,NA,NA,
zcrm_1171216000040070008,Test Account 5000,Agency Worker,,,,
zcrm_1171216000040409032,Darcy Associates,Agency,,,,
zcrm_1171216000040518008,ABC TEST Agency,,,,,
zcrm_1171216000040626266,Nova Design Ltd,End Client,NA,NA,NA,
zcrm_1171216000040700052,SER Staffing Ltd,Agency,£15,£15,NA,
zcrm_1171216000040752817,nGage,Agency,,,,
zcrm_1171216000040899167,G.L. FLOOR FINISHING COMPANY LIMITED,End Client,,,,
zcrm_1171216000040899468,Dacoll Electrical Contracting Limited,End Client,,,,
zcrm_1171216000040985523,MacArthur Recruitment,Agency,,,,
zcrm_1171216000040985631,i,End Client,,,,
zcrm_1171216000041002728,Edinburgh City Electrical Contractors LLP,End Client,,,,
zcrm_1171216000041336297,OHUK LIMITED,Agency,,,,
zcrm_1171216000041593020,Forth Furnishings LTD,End Client,,,,
zcrm_1171216000041788159,Cornwallis Elt,Agency,£19,£25,,
zcrm_1171216000041998033,SERVEST ARTHUR MCKAY LIMITED,End Client,,,,
zcrm_1171216000042149136,Team24 ltd,Agency,,,,
zcrm_1171216000042642116,Royalty Recruitment,Agency,,,,
zcrm_1171216000042842119,We Care Recruitment Solutions Ltd,Agency,,,,
zcrm_1171216000043051023,Satnam Singh,,,,,
zcrm_1171216000043090039,Resuscitate Locums,Agency,,,,
zcrm_1171216000043533001,Contechs,Agency,,,,
zcrm_1171216000043542016,West Point,,,,,
zcrm_1171216000043542030,Fusion,,,,,
zcrm_1171216000043542042,Comvergent,,,,,
zcrm_1171216000043542054,000 - Agency Not Required,,,,,
zcrm_1171216000043542066,Pccw,,,,,
zcrm_1171216000043746674,Sitec Group Bristol,Agency,£20,£25,,
zcrm_1171216000043871008,3TL Consulting,Agency,,,,
zcrm_1171216000044186105,Westend Flooring Specialists,End Client,,,,
zcrm_1171216000044329086,KEITH JONES AND SON DECORATORS LIMITED,Agency,,,,
zcrm_1171216000044329106,FISHERS CLEANING SERVICES LIMITED,Agency,,,,
zcrm_1171216000044374140,JDS Recruitment,Agency,,,,
zcrm_1171216000044377107,RELIABLE CONSTRUCTION PEOPLE LTD,Agency,,,,
zcrm_1171216000044545016,Red The Consultancy Europe Ltd,Agency,,,,
zcrm_1171216000044644954,STEM Staffing Limited,Agency,,,,
zcrm_1171216000045152001,PERCEPTIVE RECRUITMENT LTD t/a First Military Recruitment,Agency,,,,
zcrm_1171216000045341001,Capital 24 Care,Agency,,,,
zcrm_1171216000045341071,Maitland and Kensington Associates Ltd,Agency,,,,
zcrm_1171216000045421001,WQS Uk Ltd,End Client,,,,
zcrm_1171216000045421022,OK Electrics Ltd - NI616728,End Client,,,,
zcrm_1171216000045421034,Arc-Tech Scotland Ltd - SC127099,End Client,,,,
zcrm_1171216000045421046,Ideal Electrical Solutions UK Ltd,End Client,,,,
zcrm_1171216000045479649,Redstone Associates Ltd,Agency,£20,£20,,
zcrm_1171216000045743069,Proman Derby,Agency,£17,£20,,£17
zcrm_1171216000047095865,T&A Resources,Agency,£10,19.95,NA,19.95
zcrm_1171216000047097145,BMES Scotland Ltd,End Client,,,,
zcrm_1171216000047289003,ADVANCED STAFFING LIMITED,Agency,,,,
zcrm_1171216000047569035,IDPP Consulting - Leeds OFFICE CLOSED,Agency,,,,
zcrm_1171216000047716061,R3 Repairs Ltd,End Client,,,,
zcrm_1171216000047804059,Eden Lea Rail Ltd,Agency,,,,
zcrm_1171216000048376034,Harris Personnel,Agency,,,,
zcrm_1171216000048392073,Medecho,Agency,,,,
zcrm_1171216000048428040,UCL - Ultimate Construction Logistics,Agency,£19,£19,£19,£19
zcrm_1171216000048428186,IME ELECTRICAL CONTRACTS LTD,End Client,,,,
zcrm_1171216000049070021,RT Group (Recruitment Team Nine Limited),Agency,,,,
zcrm_1171216000049264941,IKM Network Solutions,End Client,NA,£19,NA,
zcrm_1171216000049743024,Eden Red Premium,Other,,,,
zcrm_1171216000049743204,NEW MANOR DEVELOPMENTS LLP,End Client,,,,
zcrm_1171216000049923137,Judge Recruitment Ltd,Agency,,,,
zcrm_1171216000050149522,Atlas Professionals,Agency,,,,
zcrm_1171216000050704222,Guidant Group,Agency,,,,
zcrm_1171216000050709546,Medicare First (London),Agency,,,,
zcrm_1171216000050832001,APEX FIRE & SECURITY LIMITED,End Client,,,,
zcrm_1171216000051075925,Solutions Action Management Limited,Agency,,,,
zcrm_1171216000051115280,Karter Thomas,Agency,,,,
zcrm_1171216000051136007,Anders Elite,,,,,
zcrm_1171216000051259733,Mastek,End Client,,,,
zcrm_1171216000051259852,Technical Resources,Agency,,,,
zcrm_1171216000051522191,Excel IT Services Limited,End Client,,,,
zcrm_1171216000051646044,01,Other,,,,
zcrm_1171216000051665005,Prodigium Group LTD,Agency,,,,
zcrm_1171216000052171008,Rishika Construction Ltd,Agency,£19,£19,NA,£19
zcrm_1171216000052269115,BULLDOG RECRUITMENT LIMITED,Agency,,,,
zcrm_1171216000052269279,GOLDEN BALLS RECRUITMENT LIMITED,Agency,,,,
zcrm_1171216000052269326,EPC-UK,End Client,,,,
zcrm_1171216000052835001,Limitless Recruitment Ltd,Agency,,,,
zcrm_1171216000052915875,PPM,,,,,
zcrm_1171216000052988926,Zitko Contracting Ltd,Agency,,,,
zcrm_1171216000053039661,VIRTUS,Agency,£20,£20,NA,
zcrm_1171216000053310274,AMOUR RECRUITMENT,Agency,,,,
zcrm_1171216000053558120,U-TRAK Ltd,Agency,,,,
zcrm_1171216000053631001,NHS Professionals,Agency,,,,
zcrm_1171216000053795001,PURE EDUCATION LIMITED,Agency,NA,NA,NA,
zcrm_1171216000053977107,Bounceback Projects,End Client,,,,
zcrm_1171216000054470981,Hi Ralph,Other,,,,
zcrm_1171216000054481767,Baltimore Consultancy,Agency,£17,£17,NA,
zcrm_1171216000054564155,Colas,End Client,£19,£19,NA,£19
zcrm_1171216000054712525,IVERS Care services,Agency,,,,
zcrm_1171216000054911001,ProRec Recruitment,Agency,£6 a day - capped at £13,£6 a day - capped at £15,£6 a day - capped at £15,NA
zcrm_1171216000054998233,4oyuthy,Agency,,,,
zcrm_1171216000055169024,Silverback Labour DO NOT CALL EVER AGAIN.,Agency,,,,
zcrm_1171216000055721006,Steam Punk Fit Out,End Client,,,,
zcrm_1171216000056408004,G2 Recruitment Group Birmingham,Agency,,,,
zcrm_1171216000056421432,ADR Network,Agency,,,,
zcrm_1171216000056529001,Milada,,,,,
zcrm_1171216000057205001,G & G Recruitment,Agency,,,,
zcrm_1171216000057558293,Medical Engineers,Agency,£22.5,£22.5,,
zcrm_1171216000057992411,Competitor IR35 information,Other,,,,
zcrm_1171216000058164074,Quality Service Recruitment Ltd ,,,,,
zcrm_1171216000058262062,Key Recruitment Limited,Agency,£18,£18,NA,£15
zcrm_1171216000058709541,Hampton's Resourcing,Agency,£15,£15,NA,
zcrm_1171216000058911040,Archer Resourcing,Agency,26.95,26.95,NA,
zcrm_1171216000059343037,Perfect Path Recruitment LTD,Agency,£17,£22,NA,£22
zcrm_1171216000059854146,ASTON CORD ENERGY SERVICES LIMITED,End Client,,,,
zcrm_1171216000060015277,RAIL MAINTENANCE SERVICES LIMITED,Agency,£15,£21,£21,£21
zcrm_1171216000060179200,DRAGON ENGINEERING SERVICES LTD,End Client,NA,NA,NA,
zcrm_1171216000060367001,So Code ltd,Agency,£25,£25,NA,
zcrm_1171216000060431004,Footprint Recruitment,Agency,,,,
zcrm_1171216000060793635,R T Social Care,Agency,,,,
zcrm_1171216000061012088,Cross Recruitment Agency Ltd,,,,,
zcrm_1171216000061085207,Seven Resourcing (Animal Health),Agency,£26,£26,,
zcrm_1171216000061470042,Barton Fabrications Limited,End Client,,,,
zcrm_1171216000061761285,Proactive Appointments Limited,Agency,,,,
zcrm_1171216000061831302,William James Recruitment Ltd,Agency,,,,
zcrm_1171216000061939001,Major Recruitment-Doncaster,Agency,,,,
zcrm_1171216000061939015,Major Recruitment-Huddersfield,Agency,,,,
zcrm_1171216000061939035,Major Recruitment-Wakefield,Agency,,,,
zcrm_1171216000061939053,Major Recruitment-Manchester,Agency,,,,
zcrm_1171216000061939071,Major Recruitment-Leeds,Agency,,,,
zcrm_1171216000061939089,Major Recruitment-Newton Aycliffe,Agency,,,,
zcrm_1171216000061939107,Major Recruitment-Castleford,Agency,,,,
zcrm_1171216000061939125,Major Recruitment- Oldham,Agency,,,,
zcrm_1171216000061939143,Major Recruitment- Liverpool,Agency,,,,
zcrm_1171216000062007001,Langham Recruitment,Agency,£15,£19.5,NA,
zcrm_1171216000062037472,The Castle Building Services Organisation Ltd,End Client,,,,
zcrm_1171216000062206015,3 K'S ENGINEERING COMPANY LIMITED,End Client,See perfect path ltd,NA,NA,
zcrm_1171216000062206043,IMTECH ENGINEERING SERVICES NORTH LTD,End Client,,,,
zcrm_1171216000062289341,*** Do not use ****Construction Recruitment Bournemouth,Agency,£16,£18,NA,£18
zcrm_1171216000062370126,Michael Nugent Ltd,End Client,NA,NA,NA,
zcrm_1171216000062425026,AquaTech,Agency,26.95,26.95,26.95,26.95
zcrm_1171216000062749001,Universal Staffing,Agency,,,,
zcrm_1171216000063088001,Involve Recruitment,Agency,,,,
zcrm_1171216000063529130,Seven Resourcing (Dentistry),Agency,,,,
